хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2017-05-12,'603908,да╦ъ╣я,51.95,52.2,51.08,51.31,51.56,0.39,0.7564,4.4272,738900,38164890.0,3464545500.0,867045500.0
2017-05-11,'603908,да╦ъ╣я,51.56,51.98,49.0,51.39,51.5,0.06,0.1165,6.9257,1155900,58563404.0,3438536400.0,860536400.0
2017-05-10,'603908,да╦ъ╣я,51.5,53.57,51.18,52.92,52.91,-1.41,-2.6649,5.4602,911301,48048989.0,3434535000.0,859535000.0
2017-05-09,'603908,да╦ъ╣я,52.91,53.28,51.26,51.4,52.01,0.9,1.7304,5.2463,875601,46027130.0,3528567900.0,883067900.0
2017-05-08,'603908,да╦ъ╣я,52.01,54.67,51.11,53.21,53.61,-1.6,-2.9845,5.3421,891600,47649724.0,3468546900.0,868046900.0
2017-05-05,'603908,да╦ъ╣я,53.61,56.47,53.1,56.15,56.82,-3.21,-5.6494,6.296,1050809,58257802.0,3575250900.0,894750900.0
2017-05-04,'603908,да╦ъ╣я,56.82,57.98,56.6,57.0,57.5,-0.68,-1.1826,6.4915,1083435,61962969.0,3789325800.0,948325800.0
2017-05-03,'603908,да╦ъ╣я,57.5,57.56,56.1,56.16,56.45,1.05,1.8601,7.9621,1328878,75624684.0,3834675000.0,959675000.0
2017-05-02,'603908,да╦ъ╣я,56.45,57.45,56.06,56.1,56.07,0.38,0.6777,5.816,970697,55022321.0,3764650500.0,942150500.0
2017-04-28,'603908,да╦ъ╣я,56.07,57.0,55.12,55.86,56.16,-0.09,-0.1603,6.2104,1036515,58267373.0,3739308300.0,935808300.0
2017-04-27,'603908,да╦ъ╣я,56.16,57.4,51.5,54.11,54.18,1.98,3.6545,12.6686,2114395,115769231.0,3745310400.0,937310400.0
2017-04-26,'603908,да╦ъ╣я,54.18,54.99,53.55,53.55,54.09,0.09,0.1664,4.9813,831380,45187995.0,3613264200.0,904264200.0
2017-04-25,'603908,да╦ъ╣я,54.09,54.59,52.82,53.3,53.07,1.02,1.922,4.9406,824580,44461125.0,3607262100.0,902762100.0
2017-04-24,'603908,да╦ъ╣я,53.07,53.45,51.11,52.45,52.81,0.26,0.4923,4.5776,763996,40003638.0,3539238300.0,885738300.0
2017-04-21,'603908,да╦ъ╣я,52.81,53.36,52.53,52.53,52.95,-0.14,-0.2644,3.1582,527100,27855275.0,3521898900.0,881398900.0
2017-04-20,'603908,да╦ъ╣я,52.95,53.6,51.27,52.6,52.87,0.08,0.1513,7.0404,1175041,61821964.0,3531235500.0,883735500.0
2017-04-19,'603908,да╦ъ╣я,52.87,53.28,50.61,50.7,50.86,2.01,3.952,8.6614,1445582,75393696.0,3525900300.0,882400300.0
2017-04-18,'603908,да╦ъ╣я,50.86,52.85,50.68,51.2,51.62,-0.76,-1.4723,5.6264,939049,48578616.0,3391853400.0,848853400.0
2017-04-17,'603908,да╦ъ╣я,51.62,54.74,51.3,54.74,56.97,-5.35,-9.3909,10.848,1810529,95699624.0,3442537800.0,861537800.0
2017-04-14,'603908,да╦ъ╣я,56.97,57.3,56.33,56.95,57.28,-0.31,-0.5412,5.5273,922500,52403009.0,3799329300.0,950829300.0
2017-04-13,'603908,да╦ъ╣я,57.28,58.0,56.2,56.2,56.59,0.69,1.2193,6.9647,1162409,66785511.0,3820003200.0,956003200.0
2017-04-12,'603908,да╦ъ╣я,56.59,58.48,56.44,58.09,58.66,-2.07,-3.5288,9.5121,1587577,91151530.0,3773987100.0,944487100.0
2017-04-11,'603908,да╦ъ╣я,58.66,58.8,56.0,56.2,57.1,1.56,2.732,12.9737,2165313,124440686.0,3912035400.0,979035400.0
2017-04-10,'603908,да╦ъ╣я,57.1,62.71,57.08,62.71,63.42,-6.32,-9.9653,18.8301,3142736,186531732.0,3807999000.0,952999000.0
2017-04-07,'603908,да╦ъ╣я,63.42,65.47,63.3,64.42,64.15,-0.73,-1.138,11.8395,1976007,126737404.0,4229479800.0,1058479800.0
2017-04-06,'603908,да╦ъ╣я,64.15,66.32,62.66,63.13,63.89,0.26,0.4069,17.1086,2855430,184960541.0,4278163500.0,1070663500.0
2017-04-05,'603908,да╦ъ╣я,63.89,64.5,60.63,63.16,63.39,0.5,0.7888,16.7573,2796799,175816652.0,4260824100.0,1066324100.0
2017-03-31,'603908,да╦ъ╣я,63.39,69.95,63.05,68.96,69.21,-5.82,-8.4092,22.3568,3731346,245721869.0,4227479100.0,1057979100.0
2017-03-30,'603908,да╦ъ╣я,69.21,71.75,67.3,68.5,70.15,-0.94,-1.34,21.4631,3582186,249469549.0,4615614900.0,1155114900.0
2017-03-29,'603908,да╦ъ╣я,70.15,73.99,69.62,73.0,75.48,-5.33,-7.0615,29.7351,4962796,353834979.0,4678303500.0,1170803500.0
2017-03-28,'603908,да╦ъ╣я,75.48,82.0,75.4,82.0,82.94,-7.46,-8.9945,34.5553,5767286,449008555.0,5033761200.0,1259761200.0
2017-03-27,'603908,да╦ъ╣я,82.94,88.3,80.01,82.08,81.38,1.56,1.9169,61.6233,10284932,872690924.0,5531268600.0,1384268600.0
2017-03-24,'603908,да╦ъ╣я,81.38,81.38,81.01,81.38,73.98,7.4,10.0027,21.7173,3624612,294970235.0,5427232200.0,1358232200.0
2017-03-23,'603908,да╦ъ╣я,73.98,73.98,73.98,73.98,67.25,6.73,10.0074,0.5746,95900,7094682.0,4933726200.0,1234726200.0
2017-03-22,'603908,да╦ъ╣я,67.25,67.25,67.25,67.25,61.14,6.11,9.9935,0.8091,135034,9081037.0,4484902500.0,1122402500.0
2017-03-21,'603908,да╦ъ╣я,61.14,61.14,61.14,61.14,55.58,5.56,10.0036,0.3679,61400,3753996.0,4077426600.0,1020426600.0
2017-03-20,'603908,да╦ъ╣я,55.58,55.58,55.58,55.58,50.53,5.05,9.9941,0.2774,46300,2573354.0,3706630200.0,927630200.0
2017-03-17,'603908,да╦ъ╣я,50.53,50.53,50.53,50.53,45.94,4.59,9.9913,0.4458,74400,3759432.0,3369845700.0,843345700.0
2017-03-16,'603908,да╦ъ╣я,45.94,45.94,45.94,45.94,41.76,4.18,10.0096,0.112,18700,859078.0,3063738600.0,766738600.0
2017-03-15,'603908,да╦ъ╣я,41.76,41.76,41.76,41.76,37.96,3.8,10.0105,0.0623,10400,434304.0,2784974400.0,696974400.0
2017-03-14,'603908,да╦ъ╣я,37.96,37.96,37.96,37.96,34.51,3.45,9.9971,0.0485,8100,307476.0,2531552400.0,633552400.0
2017-03-13,'603908,да╦ъ╣я,34.51,34.51,34.51,34.51,31.37,3.14,10.0096,0.018,3000,103530.0,2301471900.0,575971900.0
2017-03-10,'603908,да╦ъ╣я,31.37,31.37,31.37,31.37,28.52,2.85,9.993,0.0354,5900,185083.0,2092065300.0,523565300.0
2017-03-09,'603908,да╦ъ╣я,28.52,28.52,28.52,28.52,25.93,2.59,9.9884,0.027,4500,128340.0,1901998800.0,475998800.0
2017-03-08,'603908,да╦ъ╣я,25.93,25.93,25.93,25.93,23.57,2.36,10.0127,0.015,2500,64825.0,1729271700.0,432771700.0
2017-03-07,'603908,Nда╦ъ╣я,23.57,23.57,23.57,23.57,16.37,7.2,43.9829,0.0629,10500,247485.0,1571883300.0,393383300.0
